nli_id,nli_url,heb_heading,rom_heading,wikidata,wikidata_url,wikidata_says,wikidata_label,kima_id,kima_url,kima_heb,kima_rom,kima_location_type_id,kima_location_type_meaning,distance_km,feature_extent_km,classifier_bucket,classifier_bucket_meaning,period,existing_he_type,why
987007562907505171,https://www.nli.org.il/he/authorities/987007562907505171,שמורת הנבאחו,Navajo Indian Reservation,Q1783171,https://www.wikidata.org/wiki/Q1783171,Indian reservation of the United States / federally recognized Native American tribe in the United States / nation / jurisdiction,Navajo Nation,2956,https://data.geo-kima.org/Places/Details/2956,שמורת הנבאחו,Navajo Indian Reservation,2,region / extended feature,163.5,281.8,extended-feature,both points lie on the feature — no real move,20250115-20250121,שמורת,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007284940105171,https://www.nli.org.il/he/authorities/987007284940105171,איי התעלה (קליפורניה),Channel Islands (Calif.),Q306147,https://www.wikidata.org/wiki/Q306147,geographical feature / island group,Channel Islands of California,1227,https://data.geo-kima.org/Places/Details/1227,איי התעלה (קליפורניה),Channel Islands (Calif.),1,settlement / point feature,123.7,34.0,homonym,two same-named places; which one did NLI mean,20250122-20250128,איי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007553410405171,https://www.nli.org.il/he/authorities/987007553410405171,עמק סן פרננדו (קליפורניה),San Fernando Valley (Calif.),Q816843,https://www.wikidata.org/wiki/Q816843,valley / territory,San Fernando Valley,2123,https://data.geo-kima.org/Places/Details/2123,עמק סן פרננדו (קליפורניה),San Fernando Valley (Calif.),1,settlement / point feature,33.3,16.9,extended-feature,both points lie on the feature — no real move,20250122-20250128,עמק,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007548476205171,https://www.nli.org.il/he/authorities/987007548476205171,איי קוריל (רוסיה),Kuril Islands (Russia),Q80389,https://www.wikidata.org/wiki/Q80389,archipelago / disputed territory,Kuril Islands,2707,https://data.geo-kima.org/Places/Details/2707,איי קוריל (רוסיה),Kuril Islands (Russia),1,settlement / point feature,72.0,115.6,extended-feature,both points lie on the feature — no real move,20250122-20250128,איי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007549254705171,https://www.nli.org.il/he/authorities/987007549254705171,איסט ביי (קליפורניה),East Bay (Calif.),Q5327800,https://www.wikidata.org/wiki/Q5327800,geographical feature / region / General Service Area,East Bay,4423,https://data.geo-kima.org/Places/Details/4423,איסט ביי (קליפורניה),East Bay (Calif.),1,settlement / point feature,5057.4,,homonym,two same-named places; which one did NLI mean,20250122-20250128,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007556188205171,https://www.nli.org.il/he/authorities/987007556188205171,הים הלבן (רוסיה),White Sea (Russia),Q2045984,https://www.wikidata.org/wiki/Q2045984,marginal sea / adjacent sea / internal sea / strait,White Sea Throat,3688,https://data.geo-kima.org/Places/Details/3688,הים הלבן (רוסיה),White Sea (Russia),1,settlement / point feature,71.8,340.0,extended-feature,both points lie on the feature — no real move,20250122-20250128,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007543694505171,https://www.nli.org.il/he/authorities/987007543694505171,נהר הוולגה (רוסיה),Volga River (Russia),Q626,https://www.wikidata.org/wiki/Q626,river,Volga,3678,https://data.geo-kima.org/Places/Details/3678,נהר הוולגה (רוסיה),Volga River (Russia),1,settlement / point feature,1661.7,3530.0,extended-feature,both points lie on the feature — no real move,20250122-20250128,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007558379605171,https://www.nli.org.il/he/authorities/987007558379605171,פודיליה (אוקראינה),Podillia (Ukraine),Q191607,https://www.wikidata.org/wiki/Q191607,Ukrainian historical regions / historical region / ethnographic region / cultural region,Podolia,2226,https://data.geo-kima.org/Places/Details/2226,פודיליה (אוקראינה),Podillia (Ukraine),0,no type recorded in Kima,402.5,,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20250122-20250128,,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536355405171,https://www.nli.org.il/he/authorities/987007536355405171,ביצות פריפיאט (בלארוס ואוקראינה),Pripet Marshes (Belarus and Ukraine),Q117504,https://www.wikidata.org/wiki/Q117504,swamp / Important Bird Area,,2192,https://data.geo-kima.org/Places/Details/2192,ביצות פריפיאט (בלארוס ואוקראינה),Pripet Marshes (Belarus and Ukraine),0,no type recorded in Kima,74.7,,extended-feature,both points lie on the feature — no real move,20250122-20250128,ביצות,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007555965405171,https://www.nli.org.il/he/authorities/987007555965405171,נהר סנטה קרוז (אריזונה ומקסיקו),Santa Cruz River (Ariz. and Mexico),Q1478566,https://www.wikidata.org/wiki/Q1478566,river / river,Santa Cruz River,2064,https://data.geo-kima.org/Places/Details/2064,נהר סנטה קרוז (אריזונה ומקסיקו),Santa Cruz River (Ariz. and Mexico),1,settlement / point feature,10233.8,385.0,homonym,two same-named places; which one did NLI mean,20250122-20250128,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007290978605171,https://www.nli.org.il/he/authorities/987007290978605171,אלף האיים (אינדונזיה),Thousand Islands (Indonesia),Q1050549,https://www.wikidata.org/wiki/Q1050549,administrative regency of Indonesia / archipelago / island group,Thousand Islands,1705,https://data.geo-kima.org/Places/Details/1705,אלף האיים (אינדונזיה),Thousand Islands (Indonesia),1,settlement / point feature,1465.6,3.6,homonym,two same-named places; which one did NLI mean,20250122-20250128,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007543413405171,https://www.nli.org.il/he/authorities/987007543413405171,מיצרי מגלן (צ'ילה וארגנטינה),"Magellan, Strait of (Chile and Argentina)",Q48365,https://www.wikidata.org/wiki/Q48365,strait,Strait of Magellan,2604,https://data.geo-kima.org/Places/Details/2604,מיצרי מגלן (צ'ילה וארגנטינה),"Magellan, Strait of (Chile and Argentina)",1,settlement / point feature,59.5,,extended-feature,both points lie on the feature — no real move,20250122-20250128,מיצר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007295554005171,https://www.nli.org.il/he/authorities/987007295554005171,שמורת חיות בר ארקטי (אלסקה),Arctic National Wildlife Refuge (Alaska),Q638097,https://www.wikidata.org/wiki/Q638097,National Wildlife Refuge,Arctic National Wildlife Refuge,1987,https://data.geo-kima.org/Places/Details/1987,שמורת חיות בר ארקטי (אלסקה),Arctic National Wildlife Refuge (Alaska),1,settlement / point feature,35.6,315.2,extended-feature,both points lie on the feature — no real move,20250129-20250204,שמורת,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529729105171,https://www.nli.org.il/he/authorities/987007529729105171,יער לאומי קוקונינו (אריזונה),Coconino National Forest (Ariz.),Q1105434,https://www.wikidata.org/wiki/Q1105434,United States National Forest / proclaimed forest,Coconino National Forest,3992,https://data.geo-kima.org/Places/Details/3992,יער לאומי קוקונינו (אריזונה),Coconino National Forest (Ariz.),1,settlement / point feature,52.5,,extended-feature,both points lie on the feature — no real move,20250129-20250204,יער,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007546333605171,https://www.nli.org.il/he/authorities/987007546333605171,נהר רריטן (ניו ג'רזי),Raritan River (N.J.),Q749287,https://www.wikidata.org/wiki/Q749287,channel / river,Raritan River,3119,https://data.geo-kima.org/Places/Details/3119,נהר רריטן (ניו ג'רזי),Raritan River (N.J.),1,settlement / point feature,54.8,112.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007534266705171,https://www.nli.org.il/he/authorities/987007534266705171,נהר יוקון (יוקון ואלסקה),Yukon River (Yukon and Alaska),Q104437,https://www.wikidata.org/wiki/Q104437,river,Yukon River,3690,https://data.geo-kima.org/Places/Details/3690,נהר יוקון (יוקון ואלסקה),Yukon River (Yukon and Alaska),1,settlement / point feature,1603.9,3190.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007551173805171,https://www.nli.org.il/he/authorities/987007551173805171,נהר סנט ג'ונס (פלורידה),Saint Johns River (Fla.),Q7401492,https://www.wikidata.org/wiki/Q7401492,river / river,Saint Johns River,2027,https://data.geo-kima.org/Places/Details/2027,נהר סנט ג'ונס (פלורידה),Saint Johns River (Fla.),1,settlement / point feature,2873.2,499.0,homonym,two same-named places; which one did NLI mean,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007532344305171,https://www.nli.org.il/he/authorities/987007532344305171,נמל בוסטון (מסצ'וסטס),Boston Harbor (Mass.),Q720011,https://www.wikidata.org/wiki/Q720011,bay / unincorporated community,Boston Harbor,4126,https://data.geo-kima.org/Places/Details/4126,נמל בוסטון (מסצ'וסטס),Boston Harbor (Mass.),1,settlement / point feature,4060.2,,homonym,two same-named places; which one did NLI mean,20250129-20250204,נמל,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007553056005171,https://www.nli.org.il/he/authorities/987007553056005171,נהר קונקורד (מסצ'וסטס),Concord River (Mass.),Q1124056,https://www.wikidata.org/wiki/Q1124056,river,Concord River,1233,https://data.geo-kima.org/Places/Details/1233,נהר קונקורד (מסצ'וסטס),Concord River (Mass.),1,settlement / point feature,20.4,24.9,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007533762805171,https://www.nli.org.il/he/authorities/987007533762805171,נהר האנטר (ניו סאות' ויילס),Hunter River (N.S.W.),Q3143359,https://www.wikidata.org/wiki/Q3143359,river / municipal government in Canada / locality,Hunter River,1359,https://data.geo-kima.org/Places/Details/1359,נהר האנטר (ניו סאות' ויילס),Hunter River (N.S.W.),1,settlement / point feature,118.4,300.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536281305171,https://www.nli.org.il/he/authorities/987007536281305171,מישור ג'וס (ניגריה),Jos Plateau (Nigeria),Q811142,https://www.wikidata.org/wiki/Q811142,mountain range / plateau,Jos Plateau,2681,https://data.geo-kima.org/Places/Details/2681,מישור ג'וס (ניגריה),Jos Plateau (Nigeria),1,settlement / point feature,66.4,99.5,extended-feature,both points lie on the feature — no real move,20250129-20250204,מישור,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007536372205171,https://www.nli.org.il/he/authorities/987007536372205171,נהר פרייס (יוטה),Price River (Utah),Q466298,https://www.wikidata.org/wiki/Q466298,river,Price River,2217,https://data.geo-kima.org/Places/Details/2217,נהר פרייס (יוטה),Price River (Utah),1,settlement / point feature,110.4,220.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007545796705171,https://www.nli.org.il/he/authorities/987007545796705171,נהר קלמט (אורגון וקליפורניה),Klamath River (Or. and Calif.),Q968640,https://www.wikidata.org/wiki/Q968640,river,Klamath River,87053,https://data.geo-kima.org/Places/Details/87053,נהר קלמט (אורגון וקליפורניה),Klamath River (Or. and Calif.),0,no type recorded in Kima,203.5,423.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007543522205171,https://www.nli.org.il/he/authorities/987007543522205171,אוהיו (נהר),Ohio River,Q4915,https://www.wikidata.org/wiki/Q4915,river,Ohio River,2857,https://data.geo-kima.org/Places/Details/2857,אוהיו (נהר),Ohio River,2,region / extended feature,878.6,1579.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007284890205171,https://www.nli.org.il/he/authorities/987007284890205171,נהר הקולורדו (קולורדו-מקסיקו),Colorado River (Colo.-Mexico),Q1265,https://www.wikidata.org/wiki/Q1265,river,Colorado River,1207,https://data.geo-kima.org/Places/Details/1207,נהר הקולורדו (קולורדו-מקסיקו),Colorado River (Colo.-Mexico),1,settlement / point feature,1254.1,2334.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007531902605171,https://www.nli.org.il/he/authorities/987007531902605171,הרים הירוקים (ורמונט),Green Mountains (Vt.),Q35704075,https://www.wikidata.org/wiki/Q35704075,mountain range / physiographic section / mountain range / physiographic section,Green Mountains,3222,https://data.geo-kima.org/Places/Details/3222,ההרים הירוקים (ורמונט),Green Mountains (Vt.),1,settlement / point feature,75.0,400.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007551287205171,https://www.nli.org.il/he/authorities/987007551287205171,הרי וואסאץ' (יוטה ואיידהו),Wasatch Range (Utah and Idaho),Q1544388,https://www.wikidata.org/wiki/Q1544388,mountain range,Wasatch Range,3631,https://data.geo-kima.org/Places/Details/3631,הרי וואסאץ' (אוטה ואידהו),Wasatch Range (Utah and Idaho),1,settlement / point feature,74.5,400.0,extended-feature,both points lie on the feature — no real move,20250129-20250204,הרי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007565292205171,https://www.nli.org.il/he/authorities/987007565292205171,איסטריה (קרואטיה וסלובניה),Istria (Croatia and Slovenia),Q58268,https://www.wikidata.org/wiki/Q58268,peninsula / county of Croatia,Istria County,2658,https://data.geo-kima.org/Places/Details/2658,איסטריה (קרואטיה וסלובניה),Istria (Croatia and Slovenia),1,settlement / point feature,30.0,59.8,extended-feature,both points lie on the feature — no real move,20250129-20250204,אי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007284803205171,https://www.nli.org.il/he/authorities/987007284803205171,"צ'אד, אגם","Chad, Lake",Q125309,https://www.wikidata.org/wiki/Q125309,endorheic lake / aeolian lake / lake,Lake Chad,1220,https://data.geo-kima.org/Places/Details/1220,"צ'אד, אגם","Chad, Lake",2,region / extended feature,55.8,44.3,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20250212-20250218,אגם,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007284732105171,https://www.nli.org.il/he/authorities/987007284732105171,נהר קולומביה,Columbia River,Q2251,https://www.wikidata.org/wiki/Q2251,river / main stem,,1210,https://data.geo-kima.org/Places/Details/1210,נהר קולומביה,Columbia River,0,no type recorded in Kima,750.7,2000.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529845105171,https://www.nli.org.il/he/authorities/987007529845105171,נהר מורה,Mur River,Q204040,https://www.wikidata.org/wiki/Q204040,river / border river / transboundary river,Mur,72425,https://data.geo-kima.org/Places/Details/72425,נהר מורה,Mur River,0,no type recorded in Kima,285.2,434.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007540908405171,https://www.nli.org.il/he/authorities/987007540908405171,ההרים המחלקים הגדולים,Great Dividing Range,Q192583,https://www.wikidata.org/wiki/Q192583,mountain range,Great Dividing Range,83078,https://data.geo-kima.org/Places/Details/83078,ההרים המחלקים הגדולים,Great Dividing Range,0,no type recorded in Kima,1278.9,3500.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529665305171,https://www.nli.org.il/he/authorities/987007529665305171,נהר טנסי,Tennessee River,Q193737,https://www.wikidata.org/wiki/Q193737,river,Tennessee River,2304,https://data.geo-kima.org/Places/Details/2304,נהר טנסי,Tennessee River,2,region / extended feature,438.9,1049.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529708805171,https://www.nli.org.il/he/authorities/987007529708805171,נהר סנט מרי'ס (מישיגן ואונטריו),Saint Marys River (Mich. and Ont.),Q940488,https://www.wikidata.org/wiki/Q940488,river,St. Marys River,3856,https://data.geo-kima.org/Places/Details/3856,נהר סנט מרי'ס (מישיגן ואונטריו),Saint Marys River (Mich. and Ont.),1,settlement / point feature,82.0,15.0,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007534141305171,https://www.nli.org.il/he/authorities/987007534141305171,נהר הזמבזי,Zambezi River,Q43106,https://www.wikidata.org/wiki/Q43106,main stem,Zambezi River,3693,https://data.geo-kima.org/Places/Details/3693,נהר הזמבזי,Zambezi River,2,region / extended feature,1531.2,2574.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007548720505171,https://www.nli.org.il/he/authorities/987007548720505171,נהר אסיניבוין (ססקצ'ואן ומניטובה),Assiniboine River (Sask. and Man.),Q220503,https://www.wikidata.org/wiki/Q220503,river,Assiniboine River,71968,https://data.geo-kima.org/Places/Details/71968,נהר אסיניבוין (ססקצ'ואן ומניטובה),Assiniboine River (Sask. and Man.),0,no type recorded in Kima,500.0,1275.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007531297105171,https://www.nli.org.il/he/authorities/987007531297105171,נהר ההדסון (ניו יורק וניו ג'רזי),Hudson River (N.Y. and N.J.),Q3140,https://www.wikidata.org/wiki/Q3140,river,Hudson River,1356,https://data.geo-kima.org/Places/Details/1356,נהר ההדסון (ניו יורק וניו ג'רזי),Hudson River (N.Y. and N.J.),1,settlement / point feature,390.0,492.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007555421905171,https://www.nli.org.il/he/authorities/987007555421905171,נהר קונטיקט,Connecticut River,Q379648,https://www.wikidata.org/wiki/Q379648,river,Connecticut River,1108,https://data.geo-kima.org/Places/Details/1108,נהר קונטיקט,Connecticut River,2,region / extended feature,450.4,660.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007529308605171,https://www.nli.org.il/he/authorities/987007529308605171,נהר המז,Meuse River,Q41986,https://www.wikidata.org/wiki/Q41986,main stem / river,,2882,https://data.geo-kima.org/Places/Details/2882,נהר המז,Meuse River,0,no type recorded in Kima,447.9,950.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007533832705171,https://www.nli.org.il/he/authorities/987007533832705171,הים הצפוני,North Sea,Q1693,https://www.wikidata.org/wiki/Q1693,sea,North Sea,2759,https://data.geo-kima.org/Places/Details/2759,הים הצפוני,North Sea,2,region / extended feature,65.4,960.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007566270305171,https://www.nli.org.il/he/authorities/987007566270305171,נהר סנט מרי (מונטנה ואלברטה),Saint Mary River (Mont. and Alta.),Q7590512,https://www.wikidata.org/wiki/Q7590512,river,St. Mary River,73170,https://data.geo-kima.org/Places/Details/73170,נהר סנט מרי (מונטנה ואלברטה),Saint Mary River (Mont. and Alta.),0,no type recorded in Kima,128.1,235.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007565659305171,https://www.nli.org.il/he/authorities/987007565659305171,נהר מרימק (ניו המפשייר ומסצ'וסטס),Merrimack River (N.H. and Mass.),Q517787,https://www.wikidata.org/wiki/Q517787,river,Merrimack River,2877,https://data.geo-kima.org/Places/Details/2877,נהר מרימק (ניו המפשייר ומסצ'וסטס),Merrimack River (N.H. and Mass.),1,settlement / point feature,96.5,177.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007565864605171,https://www.nli.org.il/he/authorities/987007565864605171,נהר אדום (טקסס-לואיזיאנה),Red River (Tex.-La.),Q484570,https://www.wikidata.org/wiki/Q484570,river / county of Texas,Red River County,2125,https://data.geo-kima.org/Places/Details/2125,נהר אדום (טקסס-לואיזיאנה),Red River (Tex.-La.),1,settlement / point feature,789.4,2189.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007565863705171,https://www.nli.org.il/he/authorities/987007565863705171,עמק הנהר האדום (ארצות הברית וקנדה),Red River Valley (Minn. and N.D.-Man.),Q7304873,https://www.wikidata.org/wiki/Q7304873,valley,Red River Valley Museum,2034,https://data.geo-kima.org/Places/Details/2034,עמק הנהר האדום (ארצות הברית וקנדה),Red River Valley (Minn. and N.D.-Man.),1,settlement / point feature,1657.0,,homonym,two same-named places; which one did NLI mean,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007560593505171,https://www.nli.org.il/he/authorities/987007560593505171,נהר סכלדה,Scheldt River,Q37620,https://www.wikidata.org/wiki/Q37620,river,,2078,https://data.geo-kima.org/Places/Details/2078,נהר סכלדה,Scheldt River,0,no type recorded in Kima,160.9,355.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007295534805171,https://www.nli.org.il/he/authorities/987007295534805171,אנטילים הקטנים (איים),"Antilles, Lesser",Q93259,https://www.wikidata.org/wiki/Q93259,archipelago,Lesser Antilles,1897,https://data.geo-kima.org/Places/Details/1897,אנטילים הקטנים (איים),"Antilles, Lesser",2,region / extended feature,45.8,135.2,extended-feature,both points lie on the feature — no real move,20250212-20250218,ים,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007293923205171,https://www.nli.org.il/he/authorities/987007293923205171,נהר אלגני (פנסילבניה וניו יורק),Allegheny River (Pa. and N.Y.),Q686021,https://www.wikidata.org/wiki/Q686021,river,Allegheny River,1919,https://data.geo-kima.org/Places/Details/1919,נהר אלגני (פנסילבניה וניו יורק),Allegheny River (Pa. and N.Y.),1,settlement / point feature,239.5,523.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007294818905171,https://www.nli.org.il/he/authorities/987007294818905171,נהר ארקנסו,Arkansas River,Q8319,https://www.wikidata.org/wiki/Q8319,river,Arkansas River,1993,https://data.geo-kima.org/Places/Details/1993,נהר ארקנסו,Arkansas River,2,region / extended feature,1489.7,2364.0,extended-feature,both points lie on the feature — no real move,20250212-20250218,נהר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007283269205171,https://www.nli.org.il/he/authorities/987007283269205171,מיצר ברינג,Bering Strait,Q11769,https://www.wikidata.org/wiki/Q11769,strait,Bering Strait,1769,https://data.geo-kima.org/Places/Details/1769,מיצר ברינג,Bering Strait,2,region / extended feature,27.8,,extended-feature,both points lie on the feature — no real move,20250212-20250218,מיצר,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
987007415889605171,https://www.nli.org.il/he/authorities/987007415889605171,איי אפארסה,Éparses Islands,Q190571,https://www.wikidata.org/wiki/Q190571,island group / district of the French Southern and Antarctic Lands,Scattered Islands in the Indian Ocean,73209,https://data.geo-kima.org/Places/Details/73209,איי אפארסה,Éparses Islands,0,no type recorded in Kima,639.8,6.0,nli-coords-wrong,Wikidata backs Kima's point; NLI's stands alone,20250212-20250218,איי,"Hebrew heading already names the feature type — NLI does do this, just not consistently"
